Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
Địa chỉ: 56 Đường Điện Biên Phủ,Phường 17,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664086,Tin miễn phí,Cho thuê mặt bằng Quận Bình Thạnh, 380m,120
Địa chỉ: Đường Dương Bá Trạc,Phường 1,Quận 8,Thành phố Hồ Chí Minh,615559,Tin thường,Cho thuê căn hộ dịch vụ Quận 8, 30m,6
,Phường 15,Quận 4,Thành phố Hồ Chí Minh,629748,Tin thường,Cho thuê căn hộ dịch vụ Quận 4, 25m,6
,Phường Thạnh Lộc,Quận 12,Thành phố Hồ Chí Minh,662049,Tin thường,Phòng trọ Quận 12, 22m,3.2
Địa chỉ: 16 Đường Nguyễn Phúc Nguyên,Phường 10,Quận 3,Thành phố Hồ Chí Minh,664087,Tin thường,Cho thuê căn hộ Quận 3, 83m,12
Địa chỉ: 142/1 Đường Nguyễn Đình Chiểu,Phường Nghĩa Lộ,Thành phố Quãng Ngãi,Không rõ,598576,Tin miễn phí,Phòng trọ Thành phố Quãng Ngãi, 25m,0.8
,Phường 3,Quận 5,Thành phố Hồ Chí Minh,664088,Tin thường,Cho thuê nhà Quận 5, 30m,11
Địa chỉ: 1788/19/16 Đường Tỉnh Lộ 10,Phường Tân Tạo,Quận Bình Tân,Thành phố Hồ Chí Minh,664115,Tin thường,Phòng trọ Quận Bình Tân, 15m,1
Địa chỉ: 611 Đường Điện Biên Phủ,Phường 1,Quận 3,Thành phố Hồ Chí Minh,664116,Tin thường,Phòng trọ Quận 3, 35m,2
,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,641456,Tin thường,Phòng trọ Quận 1, 15m,3.6
,Phường 1,Quận 10,Thành phố Hồ Chí Minh,625928,Tin thường,Phòng trọ Quận 10, 20m,4.6
Địa chỉ: Đường Lê Văn Duyệt,Phường 1,Quận Bình Thạnh,Thành phố Hồ Chí Minh,661642,Tin thường,Phòng trọ Quận Bình Thạnh, 32m,5.9
Địa chỉ: 685 Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664118,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 25m,4.5
,Phường 5,Quận 8,Thành phố Hồ Chí Minh,625750,Tin thường,Phòng trọ Quận 8, 18m,4
Địa chỉ: Đường Thái Khang,Xã Phước Đồng,,Không rõ,661745,Tin thường,Phòng trọ Thành Phố Nha Trang, 32m,0.8
,,,Không rõ,664093,Tin thường,Phòng trọ Quận 12, 38m,3.4
Địa chỉ: 656 Đường Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,Thành phố Hồ Chí Minh,589170,Tin thường,Phòng trọ Quận 12, 35m,3
Địa chỉ: 5 Đường Trần Thái Tông,Phường Dịch Vọng,Quận Cầu Giấy,Thành phố Hồ Chí Minh,649672,Tin thường,Phòng trọ Quận Cầu Giấy, 20m,2
Địa chỉ: Đường số 15,Phường Thới An,Quận 12,Thành phố Hồ Chí Minh,664120,Tin miễn phí,Phòng trọ Quận 12, 15m,3.5
,,,Không rõ,647286,Tin thường,Phòng trọ Quận Bình Tân, 12m,1.7
Địa chỉ: 208 Đường N7,Phường Trường Thạnh,Quận 9,Thành phố Hồ Chí Minh,664121,Tin thường,Phòng trọ Quận 9, 18m,2.5
Địa chỉ: 1 Đường Vũ Đình Long,Phường Thọ Quang,Quận Sơn Trà,Thành phố Hồ Chí Minh,664089,Tin miễn phí,Phòng trọ Quận Sơn Trà, 20m,3
Địa chỉ: 77-79-81 Đường Đào Duy Từ,Phường 5,Quận 10,Thành phố Hồ Chí Minh,664125,Tin miễn phí,Cho thuê mặt bằng Quận 10, 26m,12
Địa chỉ: Đường Nguyễn Thị Thập,Phường Tân Quy,Quận 7,Thành phố Hồ Chí Minh,624256,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 35m,4.5
Địa chỉ: 105h Đường Hồ Thị Kỷ,Phường 1,Quận 10,Thành phố Hồ Chí Minh,663754,Tin miễn phí,Phòng trọ Quận 10, 22m,4
Địa chỉ: 12 Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Thành phố Hồ Chí Minh,664126,Tin miễn phí,Cho thuê căn hộ dịch vụ Huyện Nhà Bè, 58m,9
Địa chỉ: 56 Đường số 2,Phường Trường Thọ,,Không rõ,664128,Tin thường,Phòng trọ Thủ Đức, 35m,1.4
Địa chỉ: 234 Đường Lê Đức Thọ,Phường 6,Quận Gò Vấp,Thành phố Hồ Chí Minh,664127,Tin thường,Phòng trọ Quận Gò Vấp, 25m,4.4
Địa chỉ: Đường Phạm Văn Bạch,Phường 12,Quận Gò Vấp,Thành phố Hồ Chí Minh,638155,Tin thường,Phòng trọ Quận Gò Vấp, 24m,4
,Phường Tam Hiệp,,Không rõ,664090,Tin miễn phí,Phòng trọ Thành Phố Biên Hòa, 50m,2.5
Địa chỉ: 573 Đường Sư Vạn Hạnh,Phường 12,Quận 10,Thành phố Hồ Chí Minh,599794,Tin thường,Phòng trọ Quận 10, 35m,1.599
,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,633312,Tin thường,Phòng trọ Quận 1, 30m,7
Địa chỉ: Đường Quốc Lộ 13,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664091,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 30m,6.6
Địa chỉ: Đường Đinh Thị Thi,Phường Hiệp Bình Phước,,Không rõ,651548,Tin thường,Cho thuê căn hộ dịch vụ Thủ Đức, 30m,6.1
Địa chỉ: Đường Thành Mỹ,Phường 8,Quận Tân Bình,Thành phố Hồ Chí Minh,664092,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 50m,7.7
Địa chỉ: Đường Mễ Trì Thượng,Phường Mễ Trì,Quận Nam Từ Liêm,Thành phố Hồ Chí Minh,583774,Tin thường,Phòng trọ Quận Nam Từ Liêm, 40m,5.6
Địa chỉ: Đường Mễ Trì Thượng,Phường Mễ Trì,Quận Nam Từ Liêm,Thành phố Hồ Chí Minh,314893,Tin thường,Cho thuê căn hộ mini Quận Nam Từ Liêm, 40m,5.6
,Phường Tân Định,Quận 1,Thành phố Hồ Chí Minh,664094,Tin miễn phí,Cho thuê mặt bằng Quận 1, 72m,22
Địa chỉ: Đường Lê Văn Sỹ,Phường 14,Quận 3,Thành phố Hồ Chí Minh,633314,Tin thường,Cho thuê căn hộ dịch vụ Quận 3, 35m,8
,Phường 3,Quận Gò Vấp,Thành phố Hồ Chí Minh,664095,Tin miễn phí,Phòng trọ Quận Gò Vấp, 15m,3.4
Địa chỉ: Đường Phan Huy Ích,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,664098,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 40m,5.2
Địa chỉ: 915 Đường Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,Thành phố Hồ Chí Minh,664097,Tin miễn phí,Phòng trọ Huyện Nhà Bè, 12m,2.4
Địa chỉ: 606 Đường số 3/2,Phường 14,Quận 10,Thành phố Hồ Chí Minh,664099,Tin miễn phí,Cho thuê căn hộ mini Quận 10, 28m,5.7
Địa chỉ: 32 Đường số 22,Phường Phước Long B,Quận 9,Thành phố Hồ Chí Minh,663009,Tin thường,Phòng trọ Quận 9, 35m,1.4
,Phường Bình Chiểu,,Không rõ,646810,Tin miễn phí,Phòng trọ Thủ Đức, 12m,1.3
Địa chỉ: 71 Đường Khuông Việt,Phường Phú Trung,Quận Tân Phú,Thành phố Hồ Chí Minh,663858,Tin thường,Phòng trọ Quận Tân Phú, 35m,1.5
Địa chỉ: KC32 Đường Trần Xuân Soạn,Phường Tân Thuận Tây,Quận 7,Thành phố Hồ Chí Minh,663766,Tin thường,Phòng trọ Quận 7, 35m,1.55
,Phường 7,Quận Gò Vấp,Thành phố Hồ Chí Minh,663086,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.55
Địa chỉ: 20 Đường D3,Phường Linh Tây,,Không rõ,663271,Tin thường,Phòng trọ Thủ Đức, 35m,1.4
,,,Không rõ,664159,Tin miễn phí,Phòng trọ Quận Tây Hồ, 18m,4.5
Địa chỉ: 350 Đường Bưởi,Phường Vĩnh Phúc,Quận Ba Đình,Thành phố Hồ Chí Minh,599096,Tin thường,Cho thuê căn hộ mini Quận Ba Đình, 30m,5
Địa chỉ: 159/ Đường Bạch Đằng,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,663879,Tin miễn phí,Phòng trọ Quận Tân Bình, 35m,5.8
Địa chỉ: Đường Huỳnh Tấn Phát,Phường Tân Thuận Đông,Quận 7,Thành phố Hồ Chí Minh,658059,Tin thường,Phòng trọ Quận 7, 35m,5
Địa chỉ: 217/34/9 Đường Đề Thám,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,653100,Tin thường,Phòng trọ Quận 1, 27m,4
Địa chỉ: Đường Nguyễn Thị Thập,Phường Tân Quy,Quận 7,Thành phố Hồ Chí Minh,657290,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 35m,7
Địa chỉ: 328/76/27 Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,599071,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,4.2
Địa chỉ: 205/41/34 Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,618520,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.9
,Phường Đa Kao,Quận 1,Thành phố Hồ Chí Minh,591678,Tin thường,Phòng trọ Quận 1, 20m,4
Địa chỉ: 70/3 Đường Trần Tuấn Khải,Phường 5,Quận 5,Thành phố Hồ Chí Minh,664162,Tin miễn phí,Phòng trọ Quận 5, 50m,2
Địa chỉ: 416/34 Đường Nguyễn Đình Chiểu,Phường 4,Quận 3,Thành phố Hồ Chí Minh,663663,Tin thường,Phòng trọ Quận 3, 20m,3.2
Địa chỉ: 493 Đường Cách Mạng Tháng Tám,Phường 13,Quận 10,Thành phố Hồ Chí Minh,655652,Tin thường,Phòng trọ Quận 10, 24m,3
Địa chỉ: 363/20 Đường Đinh Bộ Lĩnh,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,641823,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,4.3
,Phường 3,Quận 3,Thành phố Hồ Chí Minh,656538,Tin thường,Phòng trọ Quận 3, 10m,1.5
Địa chỉ: 474/41 Đường Nguyễn Tri Phương,Phường 9,Quận 10,Thành phố Hồ Chí Minh,647847,Tin thường,Phòng trọ Quận 10, 16m,3.5
Địa chỉ: 93/49 Phố Vạn Kiếp,Phường 3,Quận Bình Thạnh,Thành phố Hồ Chí Minh,312444,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,3.2
Địa chỉ: Đường Nguyễn Oanh,Phường 7,Quận Gò Vấp,Thành phố Hồ Chí Minh,632358,Tin thường,Phòng trọ Quận Gò Vấp, 30m,1.4
Địa chỉ: Đường số 35CL,Phường Cát Lái,Quận 2,Thành phố Hồ Chí Minh,664164,Tin thường,Phòng trọ Quận 2, 22m,4.5
,Phường 1,Quận 5,Thành phố Hồ Chí Minh,663726,Tin thường,Phòng trọ Quận 5, 28m,5.2
,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,663113,Tin thường,Cho thuê nhà Quận Bình Tân, 300m,60
Địa chỉ: Đường Hồ Đắc Di,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,622670,Tin thường,Tìm người ở ghép Quận Tân Phú, 20m,1
Địa chỉ: Đường Bình Trị Đông,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,661354,Tin thường,Phòng trọ Quận Bình Tân, 45m,4.3
Địa chỉ: Đường Võ Văn Kiệt,Phường 10,Quận 6,Thành phố Hồ Chí Minh,632003,Tin thường,Cho thuê căn hộ mini Quận 6, 30m,5.5
Địa chỉ: Đường Nguyễn Chí Thanh,Phường 9,Quận 5,Thành phố Hồ Chí Minh,660568,Tin thường,Phòng trọ Quận 5, 30m,5.5
Địa chỉ: Đường Võ Công Tồn,Phường Tân Quý,Quận Tân Phú,Thành phố Hồ Chí Minh,609135,Tin thường,Tìm người ở ghép Quận Tân Phú, 30m,1
Địa chỉ: Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,664063,Tin miễn phí,Phòng trọ Quận Gò Vấp, 16m,1.6
Địa chỉ: Đường Tỉnh Lộ 10,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,631451,Tin thường,Phòng trọ Quận Bình Tân, 28m,3.6
Địa chỉ: Đường Chu Văn An,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664154,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 35m,4.8
Địa chỉ: Đường Ung Văn Khiêm,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,630662,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 30m,4.5
Địa chỉ: Đường Hồng Bàng,Phường 9,Quận 6,Thành phố Hồ Chí Minh,631620,Tin thường,Cho thuê căn hộ dịch vụ Quận 6, 35m,6
Địa chỉ: Đường Tân Hòa Đông,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,632742,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 55m,5.5
Địa chỉ: 180 Đường Chu Văn An,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664155,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 30m,4.5
Địa chỉ: Đường Chu Văn An,Phường 12,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664156,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 35m,4.49
Địa chỉ: 46 Đường số 19/5,Phường Văn Quán,Quận Hà Đông,Thành phố Hồ Chí Minh,663324,Tin miễn phí,Phòng trọ Quận Hà Đông, 18m,3.1
Địa chỉ: 180 Đường Chu Văn An,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664157,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 25m,4.5
,,,Không rõ,664158,Tin miễn phí,Cho thuê mặt bằng Thành Phố Biên Hòa, 180m,4
Địa chỉ: 206 Phố Lý Thường Kiệt,Phường 14,Quận 10,Thành phố Hồ Chí Minh,591477,Tin thường,Phòng trọ Quận 10, 25m,4.7
,Phường 3,Quận 5,Thành phố Hồ Chí Minh,591474,Tin thường,Phòng trọ Quận 5, 25m,5
Địa chỉ: 308 Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây,Quận 7,Thành phố Hồ Chí Minh,651489,Tin thường,Phòng trọ Quận 7, 25m,3.5
,Phường 12,Quận 3,Thành phố Hồ Chí Minh,641034,Tin thường,Phòng trọ Quận 3, 25m,5
Địa chỉ: 8 Đường Nguyễn Huy Tưởng,Phường 6,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664130,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 40m,8
Địa chỉ: Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,284340,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 25m,3.6
Địa chỉ: 338 Đường An Dương Vương,Phường 4,Quận 5,Thành phố Hồ Chí Minh,664131,Tin thường,Phòng trọ Quận 5, 35m,1.5
,Phường Phú Thượng,Quận Tây Hồ,Thành phố Hồ Chí Minh,664134,Tin thường,Phòng trọ Quận Tây Hồ, 50m,5.5
Địa chỉ: Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy,Thành phố Hồ Chí Minh,664132,Tin miễn phí,Cho thuê mặt bằng Quận Cầu Giấy, 85m,30
Địa chỉ: Hẻm 282A Đường Nguyễn Tri Phương,Phường 4,Quận 10,Thành phố Hồ Chí Minh,664133,Tin miễn phí,Cho thuê nhà Quận 10, 135m,15
Địa chỉ: 80/17/ Đường Dương Quảng Hàm,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,664135,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.6
Địa chỉ: 34 Đường số 85,Phường Tân Quy,Quận 7,Thành phố Hồ Chí Minh,664136,Tin thường,Phòng trọ Quận 7, 30m,4.5
Địa chỉ: Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,287939,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 25m,4.3
,Phường Thảo Điền,Quận 2,Thành phố Hồ Chí Minh,648776,Tin thường,Tìm người ở ghép Quận 2, 40m,1.9
Địa chỉ: 215B Đường Nguyễn Văn Hưởng,Phường Thảo Điền,Quận 2,Thành phố Hồ Chí Minh,653436,Tin thường,Cho thuê căn hộ dịch vụ Quận 2, 40m,4.9
Địa chỉ: 11/8 Đường Nguyễn Văn Hưởng,Phường Thảo Điền,Quận 2,Thành phố Hồ Chí Minh,583813,Tin thường,Phòng trọ Quận 2, 40m,4.9
Địa chỉ: Đường Song Hành,Phường Bình Trưng Đông,Quận 2,Thành phố Hồ Chí Minh,664069,Tin thường,Cho thuê căn hộ Quận 2, 40m,6.8
,Phường Bưởi,Quận Tây Hồ,Thành phố Hồ Chí Minh,599099,Tin thường,Cho thuê căn hộ dịch vụ Quận Tây Hồ, 55m,22.22
Địa chỉ: 19 Đường Bàu Cát 8,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,664071,Tin thường,Phòng trọ Quận Tân Bình, 28m,4.2
Địa chỉ: Đường Út Tịch,Phường 4,Quận Tân Bình,Thành phố Hồ Chí Minh,664070,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 40m,10.5
,Phường Phú Hữu,Quận 9,Thành phố Hồ Chí Minh,662627,Tin thường,Cho thuê căn hộ mini Quận 9, 30m,4.5
Địa chỉ: Đường Đặng Văn Bi,Phường Trường Thọ,Quận Thủ Đức,Thành phố Hồ Chí Minh,626129,Tin thường,Phòng trọ Thủ Đức, 125m,1.5
Địa chỉ: Đường Đào Duy Từ,Phường 5,Quận 10,Thành phố Hồ Chí Minh,663760,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 40m,13
,Phường 9,Quận 4,Thành phố Hồ Chí Minh,664072,Tin miễn phí,Tìm người ở ghép Quận 4, 25m,2
Địa chỉ: 11B Đường Dân Chủ,Phường Bình Thọ,,Không rõ,664074,Tin thường,Phòng trọ Thủ Đức, 50m,1.9
Địa chỉ: 17 Đường số 7,Phường Linh Trung,,Không rõ,664073,Tin thường,Phòng trọ Thủ Đức, 55m,1.9
Địa chỉ: 220 Đường Hoàng Văn Thụ,Phường 4,Quận Tân Bình,Thành phố Hồ Chí Minh,664076,Tin thường,Phòng trọ Quận Tân Bình, 30m,4.7
Địa chỉ: 1/12 Đường Tô Vĩnh Diện,Phường Linh Chiểu,,Không rõ,664075,Tin thường,Phòng trọ Thủ Đức, 50m,1.9
Địa chỉ: 223 Đường Phạm Văn Bạch,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,647935,Tin thường,Phòng trọ Quận Tân Bình, 25m,3.5
,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,661910,Tin thường,Phòng trọ Quận Tân Bình, 30m,3.3
Địa chỉ: 98 Đường Vườn Lài,Phường Phú Thọ Hòa,Quận Tân Phú,Thành phố Hồ Chí Minh,659765,Tin thường,Phòng trọ Quận Tân Phú, 28m,4
Địa chỉ: 79 Đường Quốc Lộ 13,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664137,Tin thường,Cho thuê căn hộ mini Quận Bình Thạnh, 35m,6.9
Địa chỉ: 151 Đường Tây Thạnh,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,661216,Tin thường,Phòng trọ Quận Tân Phú, 28m,3.7
Địa chỉ: 162L/16. Đường Trường Chinh,Phường 12,Quận Tân Bình,Thành phố Hồ Chí Minh,657938,Tin thường,Phòng trọ Quận Tân Bình, 32m,4
Địa chỉ: 16 Đường Trần Quang Diệu,Phường 13,Quận 3,Thành phố Hồ Chí Minh,587899,Tin thường,Phòng trọ Quận 3, 14m,3.2
Địa chỉ: Phố Đại La,Phường Trương Định,Quận Hai Bà Trưng,Thành phố Hồ Chí Minh,664142,Tin miễn phí,Phòng trọ Quận Hai Bà Trưng, 51m,5
Địa chỉ: Đường Nguyễn Trãi,Phường 3,Quận 5,Thành phố Hồ Chí Minh,664143,Tin thường,Phòng trọ Quận 5, 25m,5.2
Địa chỉ: Đường Bàu Cát,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,664140,Tin miễn phí,Phòng trọ Quận Tân Bình, 35m,5.8
Địa chỉ: Đường Bạch Đằng,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,664145,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 30m,5
Địa chỉ: Đường Bàu Cát,Phường 12,Quận Tân Bình,Thành phố Hồ Chí Minh,664149,Tin miễn phí,Phòng trọ Quận Tân Bình, 35m,4.5
,Phường Bình Thuận,Quận 7,Thành phố Hồ Chí Minh,664150,Tin miễn phí,Phòng trọ Quận 7, 30m,5.5
Địa chỉ: 198 Đường Đỗ Xuân Hợp,Phường Phước Long A,Quận 9,Thành phố Hồ Chí Minh,103580,Tin thường,Phòng trọ Quận 9, 25m,2.6
Địa chỉ: 46 Đường số 1A,Phường Bình Trị Đông B,Quận Bình Tân,Thành phố Hồ Chí Minh,663605,Tin miễn phí,Phòng trọ Quận Bình Tân, 20m,2.8
Địa chỉ: Hẻm 113 Đường số 11,Phường Linh Xuân,Quận Thủ Đức,Thành phố Hồ Chí Minh,640849,Tin thường,Phòng trọ Thủ Đức, 12m,0.8
,Phường Hiệp Bình Phước,,Không rõ,658539,Tin thường,Phòng trọ Thủ Đức, 10m,2.3
Địa chỉ: 48 D Đường Trần Văn Đang,Phường 11,Quận 3,Thành phố Hồ Chí Minh,636835,Tin thường,Phòng trọ Quận 3, 18m,3.5
Địa chỉ: K35/3 Đường Nam Thành,Phường Hòa Hải,Quận Ngũ Hành Sơn,Thành phố Hồ Chí Minh,597763,Tin thường,Cho thuê nhà Quận Ngũ Hành Sơn, 150m,4.5
Địa chỉ: 359/6 Đường Trần Bình Trọng,Phường 1,Quận 10,Thành phố Hồ Chí Minh,637362,Tin thường,Phòng trọ Quận 10, 18m,3.5
