Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
549/89/13  Xô Viết Nghệ Tĩnh,26,Bình Thạnh,Hồ Chí Minh,603661,Tin thường,Phòng trọ Quận Bình Thạnh, 12m,1.7
Cô Bắc,Cô Giang,1,Hồ Chí Minh,276079,Tin miễn phí,Tìm người ở ghép Quận 1, 20m,1.5
622  Lạc Long Quân,Nhật Tân,Tây Hồ,Hồ Chí Minh,586622,Tin thường,Phòng trọ Quận Tây Hồ, 28m,4.5
86  Nguyễn Thông,9,3,Hồ Chí Minh,129272,Tin thường,Tìm người ở ghép Quận 3, 30m,0.7
Bạch Đằng,2,Tân Bình,Hồ Chí Minh,664054,Tin miễn phí,Cho thuê căn hộ mini Quận Tân Bình, 50m,6
Bùi Văn Ba,Tân Thuận Đông,7,Hồ Chí Minh,643955,Tin thường,Phòng trọ Quận 7, 30m,3.9
,Tân Thuận Đông,7,Hồ Chí Minh,645523,Tin thường,Phòng trọ Quận 7, 30m,3.5
,14,10,Hồ Chí Minh,654853,Tin thường,Phòng trọ Quận 10, 60m,1.4
17/1A  Hồ Văn Huê,9,Phú Nhuận,Hồ Chí Minh,648116,Tin thường,Phòng trọ Quận Phú Nhuận, 65m,1.5
Trung Mỹ Tây,Trung Mỹ Tây,12,Hồ Chí Minh,664059,Tin miễn phí,Phòng trọ Quận 12, 28m,3.8
76  Lâm Văn Bền,Tân Quy,7,Hồ Chí Minh,664058,Tin thường,Phòng trọ Quận 7, 25m,4.5
Nguyễn Văn Cừ,1,8,Hồ Chí Minh,664060,Tin thường,Cho thuê căn hộ dịch vụ Quận 8, 30m,8
Nguyễn Văn Linh,Tân Thuận Tây,7,Hồ Chí Minh,619072,Tin thường,Phòng trọ Quận 7, 25m,2.8
Hẻm 184  Lê Đình Cẩn,Tân Tạo,Bình Tân,Hồ Chí Minh,664062,Tin miễn phí,Phòng trọ Quận Bình Tân, 20m,3
,Tân Hưng,7,Hồ Chí Minh,598915,Tin thường,Phòng trọ Quận 7, 30m,2.8
148/20  số 3 Cư xá Lữ Gia,15,11,Hồ Chí Minh,607522,Tin thường,Phòng trọ Quận 11, 9m,1.4
47/29/31  Trần Quốc Toản,Võ Thị Sáu,3,Hồ Chí Minh,664065,Tin miễn phí,Cho thuê nhà Quận 3, 100m,11
215  Nguyễn Văn Hưởng,Thảo Điền,2,Hồ Chí Minh,589594,Tin thường,Phòng trọ Quận 2, 40m,1.9
Lê Lợi,4,Gò Vấp,Hồ Chí Minh,664064,Tin thường,Cho thuê nhà Quận Gò Vấp, 80m,25
Phố Nguyễn Xí,13,Bình Thạnh,Hồ Chí Minh,597937,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,5.5
,6,5,Hồ Chí Minh,648119,Tin thường,Phòng trọ Quận 5, 60m,1.4
,Bình Trị Đông,Bình Tân,Hồ Chí Minh,664012,Tin thường,Phòng trọ Quận Bình Tân, 30m,4
Đặng Thuỳ Trâm,13,Bình Thạnh,Hồ Chí Minh,663505,Tin thường,Phòng trọ Quận Bình Thạnh, 50m,1.6
Phan Khiêm Ích,Tân Phong,7,Hồ Chí Minh,664011,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 35m,7.5
Nguyễn Văn Đậu,11,Bình Thạnh,Hồ Chí Minh,662704,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,3.9
441  Điện Biên Phủ,25,Bình Thạnh,Hồ Chí Minh,645902,Tin thường,Phòng trọ Quận Bình Thạnh, 40m,1.8
1  Huỳnh Lan Khanh,2,Tân Bình,Hồ Chí Minh,642942,Tin thường,Phòng trọ Quận Tân Bình, 40m,1.2
,3,Gò Vấp,Hồ Chí Minh,662030,Tin thường,Phòng trọ Quận Gò Vấp, 12m,2.79
Số 48,16,8,Hồ Chí Minh,664013,Tin thường,Phòng trọ Quận 8, 18m,1.5
31/22  Lê Lai,3,Gò Vấp,Hồ Chí Minh,662034,Tin thường,Phòng trọ Quận Gò Vấp, 14m,2.89
,Khương Thượng,Đống Đa,Hồ Chí Minh,615357,Tin miễn phí,Phòng trọ Quận Đống Đa, 20m,2.5
Tk 15/11  Nguyễn Cảnh Chân,Cầu Kho,1,Hồ Chí Minh,288597,Tin thường,Phòng trọ Quận 1, 20m,2.5
Nguyễn Lương Bằng,Phú Mỹ,7,Hồ Chí Minh,664017,Tin thường,Phòng trọ Quận 7, 10m,1.8
,Nguyễn Cư Trinh,1,Hồ Chí Minh,664015,Tin thường,Phòng trọ Quận 1, 20m,4.5
,Thạnh Xuân,12,Hồ Chí Minh,660679,Tin thường,Phòng trọ Quận 12, 25m,3.5
Lý Phục Man,Bình Thuận,7,Hồ Chí Minh,40457,Tin thường,Phòng trọ Quận 7, 20m,2.8
,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh,662491,Tin miễn phí,Phòng trọ Quận Bình Tân, 25m,3.8
12  Phạm Văn Bạch,15,Tân Bình,Hồ Chí Minh,269758,Tin thường,Phòng trọ Quận Tân Bình, 20m,2.5
441/97  Điện Biên Phủ,25,Bình Thạnh,Hồ Chí Minh,664020,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 14m,3.6
Ba Vì,15,10,Hồ Chí Minh,664019,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 40m,8.7
,1,8,Hồ Chí Minh,663983,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 8, 35m,6.5
Phan Khiêm Ích,Tân Phong,7,Hồ Chí Minh,663984,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 40m,10
63  Hoa Lan,7,Phú Nhuận,Hồ Chí Minh,663985,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 30m,5
D1,Phú Mỹ,7,Hồ Chí Minh,306194,Tin miễn phí,Cho thuê căn hộ Quận 7, 85m,9
5  số 25,Tân Phong,7,Hồ Chí Minh,663987,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 30m,8
,13,4,Hồ Chí Minh,663986,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 4, 40m,7
31  Trịnh Đình Thảo,Hòa Thạnh,Tân Phú,Hồ Chí Minh,647932,Tin thường,Phòng trọ Quận Tân Phú, 30m,4
Nguyễn Thần Hiến,18,4,Hồ Chí Minh,664014,Tin thường,Phòng trọ Quận 4, 18m,3.5
405  Trường Chinh,14,Tân Bình,Hồ Chí Minh,662317,Tin thường,Phòng trọ Quận Tân Bình, 28m,3.7
73  Phạm Văn Bạch,15,Tân Bình,Hồ Chí Minh,661359,Tin thường,Phòng trọ Quận Tân Bình, 30m,3.6
21  Vườn Lài,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,660384,Tin thường,Phòng trọ Quận Tân Phú, 30m,4
578 Phố Lê Trọng Tấn,Tây Thạnh,Tân Phú,Hồ Chí Minh,662323,Tin thường,Phòng trọ Quận Tân Phú, 30m,4.5
,Hòa Thạnh,Tân Phú,Hồ Chí Minh,661126,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 30m,4.6
,13,Bình Thạnh,Hồ Chí Minh,663988,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,3.5
137  Phan Anh,Bình Trị Đông,Bình Tân,Hồ Chí Minh,659628,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 30m,5
40  Thoại Ngọc Hầu,Hòa Thạnh,Tân Phú,Hồ Chí Minh,661214,Tin thường,Cho thuê căn hộ Quận Tân Phú, 30m,4.6
54  Nguyễn Chí Thanh,Láng Hạ,Đống Đa,Hồ Chí Minh,662673,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.7
Nguyễn Sơn,Phú Thạnh,Tân Phú,Hồ Chí Minh,660982,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 40m,6
59  Phùng Văn Cung,2,Phú Nhuận,Hồ Chí Minh,614875,Tin thường,Phòng trọ Quận Phú Nhuận, 30m,3.5
số 2,Xã Phước Lợi,Huyện Bến Lức,Hồ Chí Minh,664037,Tin miễn phí,Cho thuê nhà Huyện Bến Lức, 125m,5
662/41  Sư Vạn Hạnh,12,10,Hồ Chí Minh,654264,Tin miễn phí,Phòng trọ Quận 10, 28m,5
284/73/1F Phố Lý Thường Kiệt,14,10,Hồ Chí Minh,280222,Tin thường,Phòng trọ Quận 10, 17m,2.6
Âu Cơ,11,Tân Bình,Hồ Chí Minh,664040,Tin thường,Phòng trọ Quận Tân Bình, 30m,4.6
,11,Gò Vấp,Hồ Chí Minh,664043,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.8
80/4a  Lưu Chí Hiếu,Tây Thạnh,Tân Phú,Hồ Chí Minh,651659,Tin miễn phí,Phòng trọ Quận Tân Phú, 30m,3.5
41/23  Thạnh Xuân 23,Thạnh Xuân,12,Hồ Chí Minh,663585,Tin thường,Cho thuê căn hộ dịch vụ Quận 12, 45m,2.9
10  Lê Thị Nho,Trung Mỹ Tây,12,Hồ Chí Minh,664045,Tin thường,Phòng trọ Quận 12, 20m,2.9
575  Hậu Giang,11,6,Hồ Chí Minh,663989,Tin thường,Phòng trọ Quận 6, 28m,4
Nguyễn Văn Lượng,16,Gò Vấp,Hồ Chí Minh,664046,Tin miễn phí,Phòng trọ Quận Gò Vấp, 20m,3.9
70/5  Trần Tuấn Khải,5,5,Hồ Chí Minh,662614,Tin thường,Phòng trọ Quận 5, 15m,3.6
Ngõ 139  Hoa Lâm,Việt Hưng,Long Biên,Hồ Chí Minh,663273,Tin thường,Phòng trọ Quận Long Biên, 16m,2
Trần Văn Dư,13,Tân Bình,Hồ Chí Minh,664047,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Bình, 25m,5.5
Âu Cơ,Phú Trung,Tân Phú,Hồ Chí Minh,663881,Tin thường,Phòng trọ Quận Tân Phú, 20m,4
93  Xô Viết Nghệ Tĩnh,17,Bình Thạnh,Hồ Chí Minh,664050,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 40m,4
Nguyễn Thị Minh Khai,Đa Kao,1,Hồ Chí Minh,662303,Tin thường,Phòng trọ Quận 1, 25m,4.5
,7,Phú Nhuận,Hồ Chí Minh,664048,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 35m,6
120  Thích Quảng Đức,4,Phú Nhuận,Hồ Chí Minh,308699,Tin thường,Cho thuê nhà Quận Phú Nhuận, 30m,5.5
68  Trần Quang Khải,Tân Định,1,Hồ Chí Minh,286621,Tin thường,Cho thuê nhà Quận 1, 48m,6
Nguyễn Chí Thanh,Láng Hạ,Đống Đa,Hồ Chí Minh,664023,Tin miễn phí,Cho thuê căn hộ Quận Đống Đa, 120m,15
Đặng Văn Bi,Trường Thọ,Thủ Đức,Hồ Chí Minh,626968,Tin thường,Phòng trọ Thủ Đức, 135m,1.5
Phan Văn Trị,7,Gò Vấp,Hồ Chí Minh,650504,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.5
119  Điện Biên Phủ,Đa Kao,1,Hồ Chí Minh,664024,Tin miễn phí,Cho thuê căn hộ mini Quận 1, 35m,8
23  Bình Lợi,13,Bình Thạnh,Hồ Chí Minh,664027,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,1.7
Hoàng Hoa Thám,13,Tân Bình,Hồ Chí Minh,664030,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Bình, 30m,5.8
,8,6,Hồ Chí Minh,664029,Tin thường,Cho thuê nhà Quận 6, 80m,6
số 51,Tân Quy,7,Hồ Chí Minh,664031,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 35m,6.5
Quốc Lộ 13,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,305090,Tin thường,Phòng trọ Thủ Đức, 30m,3
,13,10,Hồ Chí Minh,664032,Tin miễn phí,Phòng trọ Quận 10, 32m,1.35
Phạm Hùng,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,663230,Tin thường,Phòng trọ Huyện Bình Chánh, 30m,5.2
Thủ Khoa Huân,Bến Thành,1,Hồ Chí Minh,662296,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 25m,6
165 Phố Xã Đàn,Nam Đồng,Đống Đa,Hồ Chí Minh,648960,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
2 Phố Xã Đàn,Phương Liên,Đống Đa,Hồ Chí Minh,659912,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
Lạc Long Quân,5,11,Hồ Chí Minh,664034,Tin thường,Phòng trọ Quận 11, 30m,4.3
Tân Sơn,15,Tân Bình,Hồ Chí Minh,663999,Tin thường,Phòng trọ Quận Tân Bình, 25m,3.8
1075  Hoàng Sa,11,3,Hồ Chí Minh,615256,Tin thường,Phòng trọ Quận 3, 20m,3.5
,7,Gò Vấp,Hồ Chí Minh,633692,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.4
,12,10,Hồ Chí Minh,662944,Tin miễn phí,Phòng trọ Quận 10, 28m,5
453/172  Lê Văn Sỹ,12,3,Hồ Chí Minh,312182,Tin thường,Phòng trọ Quận 3, 25m,3.3
453/172  Lê Văn Sỹ,12,Phú Nhuận,Hồ Chí Minh,589505,Tin thường,Phòng trọ Quận Phú Nhuận, 25m,3.5
61  Thép Mới,12,Tân Bình,Hồ Chí Minh,659103,Tin thường,Phòng trọ Quận Tân Bình, 25m,4
,14,3,Hồ Chí Minh,583087,Tin thường,Phòng trọ Quận 3, 25m,3
217  Nguyễn Trọng Tuyển,8,Phú Nhuận,Hồ Chí Minh,309795,Tin thường,Phòng trọ Quận Phú Nhuận, 25m,3
Phạm Văn Nghị,Tân Phong,7,Hồ Chí Minh,664004,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 40m,8
Phố Tạ Quang Bửu,Bách Khoa,Hai Bà Trưng,Hồ Chí Minh,649657,Tin thường,Phòng trọ Quận Hai Bà Trưng, 20m,1.8
238  Hoàng Quốc Việt,Cổ Nhuế 1,Nam Từ Liêm,Hồ Chí Minh,662716,Tin thường,Phòng trọ Quận Nam Từ Liêm, 20m,1.7
Phố Lý Thường Kiệt,14,10,Hồ Chí Minh,606416,Tin thường,Phòng trọ Quận 10, 25m,4.7
40  Trưng Mỹ Tây 14,Trung Mỹ Tây,12,Hồ Chí Minh,664007,Tin thường,Phòng trọ Quận 12, 20m,3.7
Trần Hưng Đạo,2,5,Hồ Chí Minh,664005,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 5, 45m,14
35  Tân Thới Nhất 05,Tân Thới Nhất,12,Hồ Chí Minh,664009,Tin thường,Phòng trọ Quận 12, 20m,3.9
291  Trương Văn Bang,Thạnh Mỹ Lợi,2,Hồ Chí Minh,591002,Tin thường,Cho thuê nhà Quận 2, 265m,30
Nguyễn Kiệm,8,Phú Nhuận,Hồ Chí Minh,664104,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 20m,3.8
Thạnh Lộc 18,Thạnh Lộc,12,Hồ Chí Minh,664105,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 12, 50m,6.7
102/81  Lê Văn Thọ,11,Gò Vấp,Hồ Chí Minh,663133,Tin thường,Phòng trọ Quận Gò Vấp, 30m,4.5
Huỳnh Tấn Phát,Tân Phú,7,Hồ Chí Minh,664107,Tin thường,Phòng trọ Quận 7, 35m,4.3
Thích Quảng Đức,3,Phú Nhuận,Hồ Chí Minh,664108,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 10m,0.95
94/41  Phú Thọ Hòa,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,664106,Tin thường,Phòng trọ Quận Tân Phú, 13m,1.8
Trịnh Khắc Lập,Thạnh Mỹ Lợi,2,Hồ Chí Minh,664110,Tin miễn phí,Phòng trọ Quận 2, 30m,4.3
Nguyễn Kiệm,3,Gò Vấp,Hồ Chí Minh,596558,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3.5
Quang Trung,8,Gò Vấp,Hồ Chí Minh,664111,Tin thường,Phòng trọ Quận Gò Vấp, 25m,4
Trần Văn Đang,11,3,Hồ Chí Minh,629299,Tin miễn phí,Phòng trọ Quận 3, 22m,2.9
Huỳnh Tấn Phát,Thị trấn Nhà Bè,Huyện Nhà Bè,Hồ Chí Minh,271580,Tin thường,Cho thuê nhà Huyện Nhà Bè, 70m,5
551/6  Phạm Văn Chí,7,6,Hồ Chí Minh,281147,Tin thường,Phòng trọ Quận 6, 9m,1.1
Lý Chính Thắng,8,3,Hồ Chí Minh,287038,Tin miễn phí,Phòng trọ Quận 3, 25m,4.3
Đào Duy Anh,9,Phú Nhuận,Hồ Chí Minh,664114,Tin thường,Phòng trọ Quận Phú Nhuận, 35m,6
55  Tân Kỳ Tân Quý,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,621816,Tin thường,Phòng trọ Quận Tân Phú, 28m,3.5
427  Lê Văn Quới,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,664078,Tin thường,Phòng trọ Quận Bình Tân, 28m,4.5
92/41  số 12,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,286855,Tin thường,Phòng trọ Quận Bình Tân, 20m,2.3
69  số 4,Tân Tạo A,Bình Tân,Hồ Chí Minh,638967,Tin thường,Phòng trọ Quận Bình Tân, 16m,1.7
196/7  Đặng Thuỳ Trâm,13,Bình Thạnh,Hồ Chí Minh,643435,Tin thường,Phòng trọ Quận Bình Thạnh, 18m,4.3
Phan Văn Hớn,Tân Thới Nhất,12,Hồ Chí Minh,664082,Tin miễn phí,Phòng trọ Quận 12, 30m,4.5
Trịnh Khắc Lập,Thạnh Mỹ Lợi,2,Hồ Chí Minh,662883,Tin thường,Phòng trọ Quận 2, 25m,5.5
,14,10,Hồ Chí Minh,655123,Tin thường,Phòng trọ Quận 10, 250m,0.95
Cao Đức Lân,An Phú,2,Hồ Chí Minh,663682,Tin thường,Cho thuê căn hộ mini Quận 2, 30m,6.5
Bùi Tá Hán,An Phú,2,Hồ Chí Minh,663680,Tin thường,Cho thuê căn hộ mini Quận 2, 30m,6.8
số 47,Tân Quy,7,Hồ Chí Minh,664083,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 30m,7
số 35CL,Cát Lái,2,Hồ Chí Minh,664085,Tin thường,Phòng trọ Quận 2, 22m,3.8
Nguyễn Văn Linh,Bình Thuận,7,Hồ Chí Minh,664006,Tin thường,Phòng trọ Quận 7, 26m,1.9
56  Điện Biên Phủ,17,Bình Thạnh,Hồ Chí Minh,664086,Tin miễn phí,Cho thuê mặt bằng Quận Bình Thạnh, 380m,120
Dương Bá Trạc,1,8,Hồ Chí Minh,615559,Tin thường,Cho thuê căn hộ dịch vụ Quận 8, 30m,6
,15,4,Hồ Chí Minh,629748,Tin thường,Cho thuê căn hộ dịch vụ Quận 4, 25m,6
,Thạnh Lộc,12,Hồ Chí Minh,662049,Tin thường,Phòng trọ Quận 12, 22m,3.2
16  Nguyễn Phúc Nguyên,10,3,Hồ Chí Minh,664087,Tin thường,Cho thuê căn hộ Quận 3, 83m,12
,3,5,Hồ Chí Minh,664088,Tin thường,Cho thuê nhà Quận 5, 30m,11
1788/19/16  Tỉnh Lộ 10,Tân Tạo,Bình Tân,Hồ Chí Minh,664115,Tin thường,Phòng trọ Quận Bình Tân, 15m,1
611  Điện Biên Phủ,1,3,Hồ Chí Minh,664116,Tin thường,Phòng trọ Quận 3, 35m,2
,Nguyễn Cư Trinh,1,Hồ Chí Minh,641456,Tin thường,Phòng trọ Quận 1, 15m,3.6
,1,10,Hồ Chí Minh,625928,Tin thường,Phòng trọ Quận 10, 20m,4.6
Lê Văn Duyệt,1,Bình Thạnh,Hồ Chí Minh,661642,Tin thường,Phòng trọ Quận Bình Thạnh, 32m,5.9
685  Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,664118,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 25m,4.5
,5,8,Hồ Chí Minh,625750,Tin thường,Phòng trọ Quận 8, 18m,4
656  Hà Huy Giáp,Thạnh Xuân,12,Hồ Chí Minh,589170,Tin thường,Phòng trọ Quận 12, 35m,3
5  Trần Thái Tông,Dịch Vọng,Cầu Giấy,Hồ Chí Minh,649672,Tin thường,Phòng trọ Quận Cầu Giấy, 20m,2
số 15,Thới An,12,Hồ Chí Minh,664120,Tin miễn phí,Phòng trọ Quận 12, 15m,3.5
208  N7,Trường Thạnh,9,Hồ Chí Minh,664121,Tin thường,Phòng trọ Quận 9, 18m,2.5
1  Vũ Đình Long,Thọ Quang,Sơn Trà,Hồ Chí Minh,664089,Tin miễn phí,Phòng trọ Quận Sơn Trà, 20m,3
77-79-81  Đào Duy Từ,5,10,Hồ Chí Minh,664125,Tin miễn phí,Cho thuê mặt bằng Quận 10, 26m,12
Nguyễn Thị Thập,Tân Quy,7,Hồ Chí Minh,624256,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 35m,4.5
105h  Hồ Thị Kỷ,1,10,Hồ Chí Minh,663754,Tin miễn phí,Phòng trọ Quận 10, 22m,4
12  Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,664126,Tin miễn phí,Cho thuê căn hộ dịch vụ Huyện Nhà Bè, 58m,9
234  Lê Đức Thọ,6,Gò Vấp,Hồ Chí Minh,664127,Tin thường,Phòng trọ Quận Gò Vấp, 25m,4.4
Phạm Văn Bạch,12,Gò Vấp,Hồ Chí Minh,638155,Tin thường,Phòng trọ Quận Gò Vấp, 24m,4
573  Sư Vạn Hạnh,12,10,Hồ Chí Minh,599794,Tin thường,Phòng trọ Quận 10, 35m,1.599
,Nguyễn Cư Trinh,1,Hồ Chí Minh,633312,Tin thường,Phòng trọ Quận 1, 30m,7
Quốc Lộ 13,26,Bình Thạnh,Hồ Chí Minh,664091,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 30m,6.6
Thành Mỹ,8,Tân Bình,Hồ Chí Minh,664092,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 50m,7.7
Mễ Trì Thượng,Mễ Trì,Nam Từ Liêm,Hồ Chí Minh,583774,Tin thường,Phòng trọ Quận Nam Từ Liêm, 40m,5.6
Mễ Trì Thượng,Mễ Trì,Nam Từ Liêm,Hồ Chí Minh,314893,Tin thường,Cho thuê căn hộ mini Quận Nam Từ Liêm, 40m,5.6
,Tân Định,1,Hồ Chí Minh,664094,Tin miễn phí,Cho thuê mặt bằng Quận 1, 72m,22
Lê Văn Sỹ,14,3,Hồ Chí Minh,633314,Tin thường,Cho thuê căn hộ dịch vụ Quận 3, 35m,8
,3,Gò Vấp,Hồ Chí Minh,664095,Tin miễn phí,Phòng trọ Quận Gò Vấp, 15m,3.4
Phan Huy Ích,14,Gò Vấp,Hồ Chí Minh,664098,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 40m,5.2
915  Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,664097,Tin miễn phí,Phòng trọ Huyện Nhà Bè, 12m,2.4
606  số 3/2,14,10,Hồ Chí Minh,664099,Tin miễn phí,Cho thuê căn hộ mini Quận 10, 28m,5.7
32  số 22,Phước Long B,9,Hồ Chí Minh,663009,Tin thường,Phòng trọ Quận 9, 35m,1.4
71  Khuông Việt,Phú Trung,Tân Phú,Hồ Chí Minh,663858,Tin thường,Phòng trọ Quận Tân Phú, 35m,1.5
KC32  Trần Xuân Soạn,Tân Thuận Tây,7,Hồ Chí Minh,663766,Tin thường,Phòng trọ Quận 7, 35m,1.55
,7,Gò Vấp,Hồ Chí Minh,663086,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.55
350  Bưởi,Vĩnh Phúc,Ba Đình,Hồ Chí Minh,599096,Tin thường,Cho thuê căn hộ mini Quận Ba Đình, 30m,5
159/  Bạch Đằng,2,Tân Bình,Hồ Chí Minh,663879,Tin miễn phí,Phòng trọ Quận Tân Bình, 35m,5.8
Huỳnh Tấn Phát,Tân Thuận Đông,7,Hồ Chí Minh,658059,Tin thường,Phòng trọ Quận 7, 35m,5
217/34/9  Đề Thám,Phạm Ngũ Lão,1,Hồ Chí Minh,653100,Tin thường,Phòng trọ Quận 1, 27m,4
Nguyễn Thị Thập,Tân Quy,7,Hồ Chí Minh,657290,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 35m,7
328/76/27  Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,599071,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,4.2
205/41/34  Phạm Văn Chiêu,14,Gò Vấp,Hồ Chí Minh,618520,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.9
,Đa Kao,1,Hồ Chí Minh,591678,Tin thường,Phòng trọ Quận 1, 20m,4
70/3  Trần Tuấn Khải,5,5,Hồ Chí Minh,664162,Tin miễn phí,Phòng trọ Quận 5, 50m,2
416/34  Nguyễn Đình Chiểu,4,3,Hồ Chí Minh,663663,Tin thường,Phòng trọ Quận 3, 20m,3.2
493  Cách Mạng Tháng Tám,13,10,Hồ Chí Minh,655652,Tin thường,Phòng trọ Quận 10, 24m,3
363/20  Đinh Bộ Lĩnh,26,Bình Thạnh,Hồ Chí Minh,641823,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,4.3
,3,3,Hồ Chí Minh,656538,Tin thường,Phòng trọ Quận 3, 10m,1.5
474/41  Nguyễn Tri Phương,9,10,Hồ Chí Minh,647847,Tin thường,Phòng trọ Quận 10, 16m,3.5
93/49 Phố Vạn Kiếp,3,Bình Thạnh,Hồ Chí Minh,312444,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,3.2
Nguyễn Oanh,7,Gò Vấp,Hồ Chí Minh,632358,Tin thường,Phòng trọ Quận Gò Vấp, 30m,1.4
số 35CL,Cát Lái,2,Hồ Chí Minh,664164,Tin thường,Phòng trọ Quận 2, 22m,4.5
,1,5,Hồ Chí Minh,663726,Tin thường,Phòng trọ Quận 5, 28m,5.2
,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,663113,Tin thường,Cho thuê nhà Quận Bình Tân, 300m,60
Hồ Đắc Di,Tây Thạnh,Tân Phú,Hồ Chí Minh,622670,Tin thường,Tìm người ở ghép Quận Tân Phú, 20m,1
Bình Trị Đông,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,661354,Tin thường,Phòng trọ Quận Bình Tân, 45m,4.3
Võ Văn Kiệt,10,6,Hồ Chí Minh,632003,Tin thường,Cho thuê căn hộ mini Quận 6, 30m,5.5
Nguyễn Chí Thanh,9,5,Hồ Chí Minh,660568,Tin thường,Phòng trọ Quận 5, 30m,5.5
Võ Công Tồn,Tân Quý,Tân Phú,Hồ Chí Minh,609135,Tin thường,Tìm người ở ghép Quận Tân Phú, 30m,1
Phạm Văn Chiêu,14,Gò Vấp,Hồ Chí Minh,664063,Tin miễn phí,Phòng trọ Quận Gò Vấp, 16m,1.6
Tỉnh Lộ 10,Bình Trị Đông,Bình Tân,Hồ Chí Minh,631451,Tin thường,Phòng trọ Quận Bình Tân, 28m,3.6
Chu Văn An,26,Bình Thạnh,Hồ Chí Minh,664154,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 35m,4.8
Ung Văn Khiêm,25,Bình Thạnh,Hồ Chí Minh,630662,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 30m,4.5
Hồng Bàng,9,6,Hồ Chí Minh,631620,Tin thường,Cho thuê căn hộ dịch vụ Quận 6, 35m,6
Tân Hòa Đông,Bình Trị Đông,Bình Tân,Hồ Chí Minh,632742,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 55m,5.5
